score,tier,title,company,location,salary,posted,source,url,reasons,warnings
48,🟠 POSSIBLE,Quality Engineer - Costco Travel,Costco Wholesale,"Seattle, WA",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/quality-engineer-costco-travel-at-costco-wholesale-4431733554,Partial title match | Remote confirmed | Posted 2d ago ✓,Seniority unclear | US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
48,🟠 POSSIBLE,Quality Assurance Automation Engineer,STG,Salt Lake City Metropolitan Area,,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-stg-4384368563,Partial title match | Remote confirmed | Posted 1d ago ✓,Seniority unclear | US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
48,🟠 POSSIBLE,QA Automation Engineer,Zof AI,"San Francisco, CA",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/qa-automation-engineer-at-zof-ai-4449995301,Partial title match | Remote confirmed | Posted 1d ago ✓,Seniority unclear | US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
48,🟠 POSSIBLE,Quality Engineer,G3 Tech Consultants,Dallas-Fort Worth Metroplex,,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/quality-engineer-at-g3-tech-consultants-4450705718,Partial title match | Remote confirmed | Posted 0d ago ✓,Seniority unclear | US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
48,🟠 POSSIBLE,"Director, Software Quality Enablement & Developer Productivity",Walgreens,"Deerfield, IL",,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/director-software-quality-enablement-developer-productivity-at-walgreens-4421355701,Partial title match | Remote confirmed | Posted 0d ago ✓,Seniority unclear | US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
48,🟠 POSSIBLE,Director Software Quality Assurance,Johnson Controls,"Westford, MA",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/director-software-quality-assurance-at-johnson-controls-4446286439,Partial title match | Remote confirmed | Posted 3d ago ✓,Seniority unclear | US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
48,🟠 POSSIBLE,Experienced QA Engineer with Hands-on Automation and AI Skills,Deloitte,Greater Cleveland,,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/experienced-qa-engineer-with-hands-on-automation-and-ai-skills-at-deloitte-4450669590,Partial title match | Remote confirmed | Posted 0d ago ✓,Seniority unclear | US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
48,🟠 POSSIBLE,Experienced QA Engineer with Hands-on Automation and AI Skills,Deloitte,"Columbus, OH",,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/experienced-qa-engineer-with-hands-on-automation-and-ai-skills-at-deloitte-4450670631,Partial title match | Remote confirmed | Posted 0d ago ✓,Seniority unclear | US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
48,🟠 POSSIBLE,"Automation Engineer, Officer",State Street,"Burlington, MA",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/automation-engineer-officer-at-state-street-4449937579,Partial title match | Remote confirmed | Posted 2d ago ✓,Seniority unclear | US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
48,🟠 POSSIBLE,"Sr. Software Test Engineer (Remote NC, AZ, TX)",Silicon Valley Bank,"Raleigh, NC",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/sr-software-test-engineer-remote-nc-az-tx-at-silicon-valley-bank-4440321485,Partial title match | Remote confirmed | Posted 3d ago ✓,Seniority unclear | US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
48,🟠 POSSIBLE,QA Engineer,Sound Decisions,Salt Lake City Metropolitan Area,,2026-08-07,LinkedIn,https://www.linkedin.com/jobs/view/qa-engineer-at-sound-decisions-4440266186,Partial title match | Remote confirmed | Posted 0d ago ✓,Seniority unclear | US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
48,🟠 POSSIBLE,Software Test Engineer,"The Structures Company, LLC","El Segundo, CA",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/software-test-engineer-at-the-structures-company-llc-4449111152,Partial title match | Remote confirmed | Posted 1d ago ✓,Seniority unclear | US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
48,🟠 POSSIBLE,Quality Automation Engineer III,Frost,"San Antonio, Texas Metropolitan Area",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/quality-automation-engineer-iii-at-frost-4438042275,Partial title match | Remote confirmed | Posted 2d ago ✓,Seniority unclear | US eligibility unconfirmed — verify before applying | No specific skills mentioned in listing | Salary not listed
